FOV,pair,status,num_fixed_objects,num_moving_objects,num_mutual_pairs,num_ransac_inliers,inlier_pct_10px,median_error_px,PASS
1,green->FITC,OK,34,22,19,16,100.0,1.1121289449719123,YES
