FOV,pair,status,num_fixed_objects,num_moving_objects,num_mutual_pairs,num_ransac_inliers,inlier_pct_10px,median_error_px,PASS
6,blue->DAPI,OK,43,44,27,10,95.45454545454545,1.2600469424502774,YES
