FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
3,green,FITC,-0.001268713563466077,146.6204833984375,1.427215193927918e-05,146.6181182861328,0.02145427452523512,146.5791473388672,0.10115398466587067,14.82398509979248,0.49368682503700256,0.00512462854385376,0.1659393310546875,0.9999998807907104,0.044207796454429626,0.24608655273914337,0.0
