metric,value
mean_displacement,0.10115398466587067
max_displacement,14.82398509979248
std_displacement,0.49368682503700256
median_displacement,0.00512462854385376
pct_large_deformation,0.1659393310546875
mean_jacobian,0.9999998807907104
std_jacobian,0.044207796454429626
min_jacobian,0.24608655273914337
pct_folding,0.0
