FOV,pair,status,num_fixed_objects,num_moving_objects,num_mutual_pairs,num_ransac_inliers,inlier_pct_10px,median_error_px,PASS
5,yellow->YFP,OK,58,42,24,10,95.23809523809523,2.807928575079028,YES
