FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
1,yellow,YFP,-0.0018632655114247958,15.228832244873047,-0.0005470960903058759,15.233823776245117,0.03970072204908774,15.222248077392578,0.02209365926682949,5.3144354820251465,0.1460125893354416,0.00013330680667422712,0.008392333984375,0.9999998807907104,0.014134425669908524,0.5659357905387878,0.0
