FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
6,yellow,YFP,0.009018486092917314,16.902706146240234,-0.0017994976747178074,16.90862274169922,0.050715462465750656,16.865375518798828,0.09921349585056305,7.648231029510498,0.3600245416164398,0.003363476600497961,0.1041412353515625,0.9999992847442627,0.03285711258649826,0.5043288469314575,0.0
