FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
4,yellow,YFP,-0.0004055919162921741,15.717151641845703,-0.0016535611030260022,15.718537330627441,0.06372437636116723,15.665908813476562,0.0414566695690155,10.002151489257812,0.276102751493454,0.00035337277222424746,0.086212158203125,0.9999997615814209,0.028447752818465233,0.4159809648990631,0.0
