FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn
6,blue,DAPI,0.0074165709222887115,113.34667,0.011839281213210621,113.48097,0.06883064727524314,114.18843
