FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
6,blue,DAPI,0.0074165709222887115,113.34667205810547,0.012890897285773684,113.52296447753906,0.06366862782909832,113.75950622558594,0.3160051107406616,7.11462926864624,0.48761844635009766,0.1832028031349182,0.142669677734375,0.9999537467956543,0.07255083322525024,0.21404126286506653,0.0
