metric,value
mean_displacement,0.24154053628444672
max_displacement,4.26558780670166
std_displacement,0.4466654062271118
median_displacement,0.07627863436937332
pct_large_deformation,0.0
mean_jacobian,0.999961793422699
std_jacobian,0.05640624091029167
min_jacobian,0.47257140278816223
pct_folding,0.0
