FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
6,green,FITC,0.004957502368715997,151.5095977783203,-0.0011762180144679597,151.41802978515625,0.6715051374505949,150.08177185058594,0.4044884741306305,9.319680213928223,1.0265642404556274,0.0051696039736270905,1.1478424072265625,1.000000238418579,0.0788731798529625,0.4985131025314331,0.0
