FOV,pair,status,num_fixed_objects,num_moving_objects,num_mutual_pairs,num_ransac_inliers,inlier_pct_10px,median_error_px,PASS
1,blue->DAPI,OK,21,18,14,12,94.44444444444444,0.6768358260792222,YES
