FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
5,yellow,YFP,0.016555785703679396,16.71725082397461,0.0007449986048831493,16.758630752563477,0.17072309488200305,16.568666458129883,0.2335445135831833,13.172897338867188,0.8821991086006165,0.002749442122876644,0.9552001953125,1.0000019073486328,0.06436479091644287,0.35359930992126465,0.0
