metric,value
mean_displacement,0.2335445135831833
max_displacement,13.172897338867188
std_displacement,0.8821991086006165
median_displacement,0.002749442122876644
pct_large_deformation,0.9552001953125
mean_jacobian,1.0000019073486328
std_jacobian,0.06436479091644287
min_jacobian,0.35359930992126465
pct_folding,0.0
