FOV,spectral,camera,num_beads_fixed,num_beads_moving,num_beads_matched,corr_before,mae_before,corr_affine,mae_affine,corr_improvement_affine,corr_syn,mae_syn,corr_improvement_syn
3,yellow,YFP,18,15,4,-0.0025313457,15.77011489868164,0.46694937,15.699562072753906,0.46948072,0.89577085,16.564254760742188,0.42882147
