metric,value
mean_displacement,0.20496654510498047
max_displacement,5.614992141723633
std_displacement,0.4973181486129761
median_displacement,0.042787350714206696
pct_large_deformation,0.023651123046875
mean_jacobian,1.0000008344650269
std_jacobian,0.08304677158594131
min_jacobian,0.20951178669929504
pct_folding,0.0
