FOV,pair,status,num_fixed_objects,num_moving_objects,num_mutual_pairs,num_ransac_inliers,inlier_pct_10px,median_error_px,PASS
3,red->TRITC,OK,36,18,11,7,94.44444444444444,3.235456362229523,YES
