FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
4,blue,DAPI,-0.004046730533833657,121.47233581542969,0.01283328773771678,121.69252014160156,0.054278023839817974,122.25597381591797,0.1696193516254425,6.008592128753662,0.32059547305107117,0.06446847319602966,0.017547607421875,0.9999836683273315,0.04615873470902443,0.4749986231327057,0.0
