metric,value
mean_displacement,0.27525854110717773
max_displacement,7.993377685546875
std_displacement,0.47745054960250854
median_displacement,0.1070016399025917
pct_large_deformation,0.0942230224609375
mean_jacobian,0.9999758005142212
std_jacobian,0.05293925851583481
min_jacobian,0.3461000919342041
pct_folding,0.0
