metric,value
mean_displacement,0.08851316571235657
max_displacement,7.347444534301758
std_displacement,0.33139482140541077
median_displacement,0.0032709967344999313
pct_large_deformation,0.0614166259765625
mean_jacobian,1.0000003576278687
std_jacobian,0.030160846188664436
min_jacobian,0.5344280004501343
pct_folding,0.0
