FOV,spectral,camera,num_beads_fixed,num_beads_moving,num_beads_matched,corr_before,mae_before,corr_affine,mae_affine,corr_improvement_affine,corr_syn,mae_syn,corr_improvement_syn
5,red,TRITC,33,32,4,-0.000367105,683.497802734375,0.042912774,662.3565063476562,0.04327988,0.09056779,16.450597763061523,0.047655016
