FOV,pair,status,num_fixed_objects,num_moving_objects,num_mutual_pairs,num_ransac_inliers,inlier_pct_10px,median_error_px,PASS
6,green->FITC,OK,62,47,29,9,95.74468085106383,0.901044633958547,YES
