metric,value
mean_displacement,0.26487764716148376
max_displacement,4.290006637573242
std_displacement,0.33171334862709045
median_displacement,0.17961382865905762
pct_large_deformation,0.0
mean_jacobian,0.9999613165855408
std_jacobian,0.05782248079776764
min_jacobian,0.3994329571723938
pct_folding,0.0
