file,mode,slide,field,camera,spectral,dx,dy,rotation_deg,scale_x,scale_y,shear_deg,score,m00,m01,m02,m10,m11,m12,m20,m21,m22,is_inlier,dx_inlier,dy_inlier,rotation_deg_inlier,scale_x_inlier,scale_y_inlier,shear_deg_inlier
batch_affine_results/red/slide-19_field-1/best_affine.txt,red,19,1,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-1_camera-TRITC.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-1_spectral-red.nd2,-15.6213,-1.5166,-2.512705,1.009358,0.982045,-0.241584,3955096064.0,1.00838734,0.03880191,-27.70171253,-0.04425118,0.98128688,14.60225624,0.0,0.0,1.0,True,True,True,True,True,True,True
batch_affine_results/red/slide-19_field-2/best_affine.txt,red,19,2,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-2_camera-TRITC.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-2_spectral-red.nd2,-16.6634,-0.6096,-2.429689,1.007552,0.980153,0.043494,5956749824.0,1.0066459,0.04231613,-29.19770094,-0.0427135,0.97923938,15.63977249,0.0,0.0,1.0,True,True,True,True,True,True,True
batch_affine_results/red/slide-19_field-3/best_affine.txt,red,19,3,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-3_camera-TRITC.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-3_spectral-red.nd2,-16.8124,-2.7477,-2.542158,1.010806,0.986572,-0.015512,4115348992.0,1.00981093,0.04348551,-30.45628469,-0.04483375,0.98561362,12.41261229,0.0,0.0,1.0,True,True,True,True,True,True,True
batch_affine_results/red/slide-19_field-4/best_affine.txt,red,19,4,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-4_camera-TRITC.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-4_spectral-red.nd2,-16.1112,-1.946,-2.372653,1.003391,0.986006,-0.002473,4936208896.0,1.00253033,0.04077619,-27.19768177,-0.04153914,0.98516291,12.48627552,0.0,0.0,1.0,True,True,True,True,True,True,True
batch_affine_results/red/slide-19_field-5/best_affine.txt,red,19,5,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-5_camera-TRITC.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-5_spectral-red.nd2,-17.6705,-1.5409,-2.448458,1.013662,0.98315,-0.288481,4652804608.0,1.01273661,0.03690168,-30.37790319,-0.04330431,0.98247002,14.03263722,0.0,0.0,1.0,True,True,True,True,True,True,True
batch_affine_results/red/slide-19_field-6/best_affine.txt,red,19,6,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-6_camera-TRITC.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-6_spectral-red.nd2,-18.6065,-1.7072,-2.247903,1.025904,0.983679,1.154946,6036104192.0,1.02511469,0.05924975,-40.20378539,-0.04023929,0.98211073,13.17366743,0.0,0.0,1.0,False,True,True,True,False,True,False
batch_affine_results/red/slide-21_field-14/best_affine.txt,red,21,14,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-21_field-14_camera-TRITC.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-21_field-14_spectral-red.nd2,-16.2789,-0.3509,-2.549162,1.009645,0.982371,0.160057,5565651968.0,1.00864634,0.0465102,-30.39901061,-0.04490559,0.98127327,15.93892732,0.0,0.0,1.0,True,True,True,True,True,True,True
