metric,value
mean_displacement,0.0511302575469017
max_displacement,4.077414512634277
std_displacement,0.1761614978313446
median_displacement,0.0033751458395272493
pct_large_deformation,0.0
mean_jacobian,0.9999998807907104
std_jacobian,0.022423962131142616
min_jacobian,0.5455187559127808
pct_folding,0.0
