metric,value
mean_displacement,0.13440094888210297
max_displacement,5.57139253616333
std_displacement,0.348660409450531
median_displacement,0.014184381812810898
pct_large_deformation,0.0125885009765625
mean_jacobian,1.0000028610229492
std_jacobian,0.03632606193423271
min_jacobian,0.485323041677475
pct_folding,0.0
