FOV,pair,status,num_fixed_objects,num_moving_objects,num_mutual_pairs,num_ransac_inliers,inlier_pct_10px,median_error_px,PASS
2,yellow->YFP,OK,44,28,14,9,85.71428571428571,1.8211302892412093,YES
