metric,value
mean_displacement,0.16900277137756348
max_displacement,5.0397515296936035
std_displacement,0.4325188994407654
median_displacement,0.010544788092374802
pct_large_deformation,0.000762939453125
mean_jacobian,0.9999996423721313
std_jacobian,0.07551782578229904
min_jacobian,0.300640344619751
pct_folding,0.0
