FOV,spectral,camera,corr_before,mae_before,corr_affine,mae_affine,corr_affine_syn,mae_affine_syn,mean_displacement,max_displacement,std_displacement,median_displacement,pct_large_deformation,mean_jacobian,std_jacobian,min_jacobian,pct_folding
2,green,FITC,-0.0011560768788743104,146.70382690429688,-0.001337641485743854,146.61766052246094,-0.0005862464646366264,147.57020568847656,0.16900277137756348,5.0397515296936035,0.4325188994407654,0.010544788092374802,0.000762939453125,0.9999996423721313,0.07551782578229904,0.300640344619751,0.0
