FOV,by,detector,color,index,label,y,x
2,color,camera,YFP,2,,353.07188890553374,279.4807209918202
2,color,camera,YFP,3,,326.81516433818865,317.1529458254632
2,color,camera,YFP,4,,337.88908609781845,316.41329297360693
2,color,camera,YFP,5,,354.12733819530644,321.4164534629421
2,color,camera,YFP,6,,362.209207205821,325.11397073324
2,color,camera,YFP,7,,358.48022898504615,388.32604168347353
2,color,camera,YFP,8,,272.1760255223365,493.65918971467516
2,color,camera,YFP,9,,276.9122179640426,582.2374821804812
2,color,camera,YFP,10,,285.2139452792815,646.3746523688322
2,color,camera,YFP,11,,315.90995522210795,496.36247981575207
2,color,camera,YFP,12,,319.25021172139816,499.15832090108444
2,color,camera,YFP,13,,322.9650289186009,500.9482275235332
2,color,camera,YFP,14,,326.55669515255175,540.4667652865751
2,color,camera,YFP,15,,346.15768536085744,621.4553817920536
2,color,camera,YFP,16,,367.4409959530013,555.9922035253301
2,color,camera,YFP,17,,384.83417224244926,492.76854317126214
2,color,camera,YFP,18,,418.32840851851773,713.2300714360193
2,color,camera,YFP,19,,426.7756231314761,718.3019712883114
2,color,camera,YFP,20,,456.1549306251104,263.80523158431225
2,color,camera,YFP,21,,488.14771495905603,286.31483538295777
2,color,camera,YFP,22,,481.4225360951402,330.29317615564645
2,color,camera,YFP,23,,464.92327672010515,442.59660036369223
2,color,camera,YFP,24,,457.4689919045313,505.83208642283944
2,color,camera,YFP,25,,526.4412265546788,290.36824664484953
2,color,camera,YFP,26,,511.2125631404072,573.3888037483172
2,color,camera,YFP,27,,575.6759669695938,303.2904043201548
2,color,camera,YFP,28,,577.0728441027468,337.8173348160442
2,color,camera,YFP,29,,583.5551492479564,339.8304559749416
2,color,camera,YFP,30,,600.3242905108771,503.51544885750235
2,color,camera,YFP,31,,636.3399029482665,362.4686369397323
2,color,camera,YFP,32,,651.4944036602319,364.5382359441428
2,color,camera,YFP,33,,693.7191190278704,379.9053382581683
2,color,camera,YFP,34,,712.6268106783392,365.22270194081426
2,color,camera,YFP,35,,720.4564685911545,371.7418576393158
2,color,camera,YFP,36,,698.8987813517721,586.2752049278397
2,color,camera,YFP,37,,707.1330086043239,588.2508621302104
2,color,camera,YFP,38,,712.6676872013604,589.4334142087818
3,detector,camera,CFP,0,,281.14134335812446,392.55361301556377
3,detector,camera,CFP,1,,282.0650839798427,400.79134841316727
3,detector,camera,CFP,2,,292.1265023710345,604.4332953745799
3,detector,camera,CFP,3,,298.77141458218074,560.3741450336004
3,detector,camera,CFP,4,,303.96228867099165,616.3783641057132
3,detector,camera,CFP,5,,325.30446142164504,416.7049670128587
3,detector,camera,CFP,6,,323.0946770934786,467.3223991377033
3,detector,camera,CFP,7,,342.1940348722044,579.7459859404784
3,detector,camera,CFP,8,,348.82919358815894,657.2615849343007
3,detector,camera,CFP,9,,350.3695613589489,698.1754345637876
3,detector,camera,CFP,10,,371.332249653098,301.1275917965438
3,detector,camera,CFP,11,,372.61909529554526,327.82840359914064
3,detector,camera,CFP,12,,382.31481463708826,433.16747918211485
3,detector,camera,CFP,13,,397.69272504827416,451.454370074548
3,detector,camera,CFP,14,,417.6439988120112,267.9235952893132
3,detector,camera,CFP,15,,423.80131710266613,327.40095397472385
3,detector,camera,CFP,16,,415.69913135662796,380.39072420753996
3,detector,camera,CFP,17,,427.26131355207565,500.47209414477646
3,detector,camera,CFP,18,,420.0466943624946,596.7518697317524
3,detector,camera,CFP,19,,393.7473022260456,712.5063417625958
3,detector,camera,CFP,20,,429.27253706191084,733.5319163141319
3,detector,camera,CFP,21,,461.90998895252324,529.988452103564
3,detector,camera,CFP,22,,469.86927796415137,543.8598520159184
3,detector,camera,CFP,23,,488.6305719010784,249.49460062767213
3,detector,camera,CFP,24,,516.2257519217931,247.4724807105191
3,detector,camera,CFP,25,,520.4227767169762,272.92901608772075
3,detector,camera,CFP,26,,538.6005396983558,277.6460441430088
3,detector,camera,CFP,27,,506.31744410449204,389.5328723415377
3,detector,camera,CFP,28,,509.15485940111,514.4033693416512
3,detector,camera,CFP,29,,510.2727019056264,526.6872027675163
3,detector,camera,CFP,30,,520.5559123438308,632.1459961101368
3,detector,camera,CFP,31,,505.8844917025081,652.3733197600003
3,detector,camera,CFP,32,,501.2190153700657,686.7193103521776
3,detector,camera,CFP,33,,540.0985650211031,719.0014921862214
3,detector,camera,CFP,34,,553.1001361239197,689.7177005556964
3,detector,camera,CFP,35,,557.3188169589566,529.0157012544435
3,detector,camera,CFP,36,,595.0204212163667,562.1703082564409
3,detector,camera,CFP,37,,573.0288524096057,488.5573186008254
3,detector,camera,CFP,38,,557.5016633267056,443.0953828981037
3,detector,camera,CFP,39,,608.7242510817294,471.25139667869047
3,detector,camera,CFP,40,,614.4326188573871,481.7593040391754
3,detector,camera,CFP,41,,579.0218215345737,348.7646489893925
3,detector,camera,CFP,42,,703.9090292931023,437.4140068603647
3,detector,camera,CFP,43,,705.112379968939,520.277644184729
3,detector,camera,CFP,44,,730.0806425027102,479.4782534644385
3,detector,camera,CFP,45,,725.6274946570973,613.5257512529639
3,detector,camera,CFP,46,,747.4222502389189,283.0583954691337
3,detector,camera,CFP,47,,748.5099932165804,433.00659840374294
