FOV,spectral,camera,num_beads_fixed,num_beads_moving,num_beads_matched,corr_before,mae_before,corr_affine,mae_affine,corr_improvement_affine,corr_syn,mae_syn,corr_improvement_syn
1,green,FITC,21,19,6,-0.0006946361,143.53277587890625,0.81578714,142.5751190185547,0.81648177,0.0010183054,144.196044921875,-0.81476885
