metric,value
mean_displacement,0.22829318046569824
max_displacement,6.438554286956787
std_displacement,0.5623524785041809
median_displacement,0.006569269113242626
pct_large_deformation,0.1010894775390625
mean_jacobian,0.9999978542327881
std_jacobian,0.10848458111286163
min_jacobian,0.23928745090961456
pct_folding,0.0
